Issue Type,Issue key,Issue id,Summary,Assignee,Assignee Id,Status,Created,Custom field (Start Quantity),Custom field (Rejected Quantity),Custom field (Conclusion),Custom field (Sheet Numbers),Custom field (Rejected Sensors),Time Spent
QAG - Wearable Line - Screen Print,QAG-369,31823,LN-P00164,Grace Chappell Facuse,712020:5316c26f-e0cc-4781-9709-8feff95c3e02,Disposition,08/Oct/25 3:13 PM,288.0,102.0,"102 rejected sensors 

186 sensors will be accepted awaiting SME review","Z31U-488

Z31U-487

Z31U-489

Z31U-486

Z31U-491

Z31U-490","||*Sensor ID*||*Fail Reason*||
|Z31U-486-A1|Fibre|
|Z31U-486-A2|Fibre|
|Z31U-486-A3|Fibre|
|Z31U-486-A4|Fibre|
|Z31U-486-B3|Fibre|
|Z31U-486-B6|Height Failure|
|Z31U-486-B8|Fibre|
|Z31U-486-C1|Fibre|
|Z31U-486-C4|Fibre|
|Z31U-486-C8|Fibre|
|Z31U-486-D7|Fibre|
|Z31U-486-D8|Fibre|
|Z31U-486-E1|Fibre|
|Z31U-486-E2|Fibre|
|Z31U-486-E7|Fibre|
|Z31U-486-F8|Image Missing|
|Z31U-487-A1|Fibre|
|Z31U-487-A2|Sensor Tip Damaged|
|Z31U-487-B2|Fibre|
|Z31U-487-B7|Fibre|
|Z31U-487-C1|Fibre|
|Z31U-487-C3|Fibre|
|Z31U-487-C4|Bent Sensor|
|Z31U-487-C5|Fibre|
|Z31U-487-C6|Fibre|
|Z31U-487-D5|Fibre|
|Z31U-487-D6|Fibre|
|Z31U-487-E6|Silver Overprint on Bridge|
|Z31U-487-E8|Fibre|
|Z31U-487-F1|Fibre|
|Z31U-487-F2|Fibre|
|Z31U-487-F3|Fibre|
|Z31U-487-F7|Fibre|
|Z31U-488-A1|Image Missing|
|Z31U-488-A3|Fibre|
|Z31U-488-A5|Bent Sensor|
|Z31U-488-C5|Fibre |
|Z31U-488-D1|SME review Dielectric|
|Z31U-488-D3|Fibre|
|Z31U-488-D4|Fibre|
|Z31U-488-D5|Fibre|
|Z31U-488-D6|Fibre|
|Z31U-488-D7|Fibre|
|Z31U-488-E3|Bad Etching|
|Z31U-488-E5|Fibre|
|Z31U-488-E6|Silver Overprint on Bridge|
|Z31U-488-E7|Fibre|
|Z31U-489-A1|Contamination/ No Measurement|
|Z31U-489-A3|Fibre / No measurements|
|Z31U-489-A4|Fibre|
|Z31U-489-B6|Fibre|
|Z31U-489-C2|SME Review I see no fibre but was flagged for a fibre|
|Z31U-489-D2|Fibre|
|Z31U-489-E1|Fibre|
|Z31U-489-E4|Fibre|
|Z31U-489-E6|Silver Overprint on Bridge|
|Z31U-489-F6|Fibre|
|Z31U-490-A1|No measurements|
|Z31U-490-A2|No measurements|
|Z31U-490-A5|No measurements|
|Z31U-490-A7|Width |
|Z31U-490-B1|Width |
|Z31U-490-B2|Width |
|Z31U-490-B4|Fibre|
|Z31U-490-B5|Fibre|
|Z31U-490-B7|Bent Sensors|
|Z31U-490-C2|Fibre|
|Z31U-490-C7|Fibre|
|Z31U-490-C8|No measurements|
|Z31U-490-D8|Bent Sensors|
|Z31U-490-E3|Fibre|
|Z31U-490-E4|Fibre|
|Z31U-490-E6|Silver Overprint on Bridge|
|Z31U-490-F1|Fibre|
|Z31U-490-F4|Missing Sensor|
|Z31U-490-F5|Fibre|
|Z31U-490-F7|Fibre|
|Z31U-490-F8|Fibre|
|Z31U-491-A1|Fibre|
|Z31U-491-A4|Height and Width |
|Z31U-491-A7|Fibre|
|Z31U-491-B2|Needles are too thin|
|Z31U-491-B3|Fibre|
|Z31U-491-B6|Fibre|
|Z31U-491-C2|Height|
|Z31U-491-C4|Needles are too thin|
|Z31U-491-C5|Fibre|
|Z31U-491-C8|Fibre|
|Z31U-491-D2|Fibre|
|Z31U-491-D4|Fibre|
|Z31U-491-D5|Needles are too thin|
|Z31U-491-D7|Fibre|
|Z31U-491-D8|Fibre|
|Z31U-491-E2|Needles are too thin|
|Z31U-491-E3|Fibre|
|Z31U-491-E4|Needles are too thin|
|Z31U-491-E7|Fibre|
|Z31U-491-E8|Fibre|
|Z31U-491-F1|Needles are too thin|
|Z31U-491-F2|Needles are too thin|
|Z31U-491-F4|Fibre|
|Z31U-491-F7|Fibre|",
QAG - Wearable Line - Screen Print,QAG-368,31733,LN-P00163,Grace Chappell Facuse,712020:5316c26f-e0cc-4781-9709-8feff95c3e02,Disposition,07/Oct/25 4:18 PM,816.0,154.0,"154 sensors were rejected due to poor etching, fibres, needle size and no measurements

662 sensors were passed ","Z31T-469

Z31T-470

Z31T-471

Z31T-472

Z31T-473

Z31T-474

Z31T-475

Z31T-476

Z31T-477

Z31T-478

Z31T-479

Z31T-480

Z31T-481

Z31T-482

Z31T-483

Z31T-484

Z31T-485","||*Sensor ID*||*Fail Reason*||
|Z31T-469-A6|Fibre|
|Z31T-469-B1|fibre|
|Z31T-469-B4|fibre|
|Z31T-469-B5|bent sensor|
|Z31T-469-B6|Fibre|
|Z31T-469-D1|Fibre|
|Z31T-469-D3|fibre|
|Z31T-469-E1|fibre|
|Z31T-469-E3|Fibre|
|Z31T-469-E4|Fibre|
|Z31T-469-E6|Fibre|
|Z31T-469-F1|Fibre|
|Z31T-469-F8|lump on sensor|
|Z31T-470-A2|Fibre|
|Z31T-470-A4|Fibre|
|Z31T-470-C4|IDFibre|
|Z31T-470-C5|SME review some dielectric in the bridge|
|Z31T-470-D5|fibre|
|Z31T-470-E5|SME review right needle |
|Z31T-470-E6|Silver imprint on bridge|
|Z31T-470-F1|fibre |
|Z31T-470-F3|fibre|
|Z31T-470-F6|lump on sensor|
|Z31T-471-A5|Fibre|
|Z31T-471-A7|Fibre|
|Z31T-471-B5|Dielectric Exposed|
|Z31T-471-B7|SME review Dielectric exposed|
|Z31T-471-C3|fibre|
|Z31T-471-C4|Fibre|
|Z31T-471-D1|Fibre|
|Z31T-471-D7|Fibre|
|Z31T-471-E1|Low Dielectic Height|
|Z31T-471-E5|Dielectric Overprint on Bridge|
|Z31T-472-A1|Fibre|
|Z31T-472-A6|Fibre|
|Z31T-472-A7|Fibre|
|Z31T-472-B7|Fibre|
|Z31T-472-D5|Fibre|
|Z31T-472-E5|Dielectric Overprint on Bridge|
|Z31T-472-E6|Silver overprint on bridge|
|Z31T-472-E7|Fibre|
|Z31T-472-E8|Fibre|
|Z31T-472-F3|Fibre|
|Z31T-472-F4|Fibre|
|Z31T-472-F7|Fibre|
|Z31T-473-A1|Bad Etching|
|Z31T-473-A8|Fibre|
|Z31T-473-B5|Bad Etching|
|Z31T-473-C7|Bad Etching|
|Z31T-473-C8|Bad Etching|
|Z31T-473-D6|Fibre|
|Z31T-473-E1|Bad Etching|
|Z31T-473-E6|Dielectric Exposed|
|Z31T-473-E7|Fibre|
|Z31T-473-E8|Bad Etching|
|Z31T-473-F1|Needles are too thin|
|Z31T-473-F3|Fibre|
|Z31T-473-F8|Bad Etching|
|Z31T-474-B3|Fibre|
|Z31T-474-C1|Lump on needle|
|Z31T-474-C5|Fibre|
|Z31T-474-C6|Fibre|
|Z31T-474-D2|Fibre|
|Z31T-474-D4|Fibre|
|Z31T-474-D6|Fibre|
|Z31T-474-D8|Fibre|
|Z31T-474-E5|Fibre|
|Z31T-474-F3|Fibre|
|Z31T-475-A4|Badly Etched|
|Z31T-475-C5|Fibre|
|Z31T-475-D5|Badly Etched|
|Z31T-475-D7|Badly Etched|
|Z31T-475-E5|Fibre|
|Z31T-475-E6|Silver overprint on bridge|
|Z31T-475-F6|Badly Etched|
|Z31T-476-A1|Fibre|
|Z31T-476-A2|Fibre|
|Z31T-476-A4|Fibre |
|Z31T-476-B8|Fibre|
|Z31T-476-D6|Badly Etched|
|Z31T-476-D7|Badly Etched|
|Z31T-476-E4|Missing Image|
|Z31T-476-E5|Dielectric Overprint on Bridge|
|Z31T-476-E6|Silver overprint on bridge|
|Z31T-476-E7|Fibre|
|Z31T-476-F5|Fibre|
|Z31T-477-A8|Fibre|
|Z31T-477-B5|Badly Etched|
|Z31T-477-B6|Badly Etched|
|Z31T-477-C1|Needles are too thin|
|Z31T-477-D1|Fibre|
|Z31T-477-E1|Badly Etched|
|Z31T-477-E2|Badly Etched|
|Z31T-477-E6|Silver overprint on bridge|
|Z31T-477-E7|Fibre|
|Z31T-477-F2|Bent Sensor|
|Z31T-477-F3|Needles are too thin|
|Z31T-477-F5|Needles are too thin|
|Z31T-477-F6|Fibre|
|Z31T-478-A2|Badly Etched|
|Z31T-478-A6|Fibre|
|Z31T-478-A7|Badly Etched|
|Z31T-478-B1|Badly Etched|
|Z31T-478-B3|Badly Etched|
|Z31T-478-B4|Fibre|
|Z31T-478-B8|Fibre|
|Z31T-478-C1|Badly Etched|
|Z31T-478-C3|Badly Etched|
|Z31T-478-C4|Badly Etched|
|Z31T-478-C6|Badly Etched|
|Z31T-478-E1|Badly Etched|
|Z31T-478-F2|Fibre|
|Z31T-478-F5|Badly Etched|
|Z31T-478-F8|Fibre|
|Z31T-479-B3|Fibre|
|Z31T-479-B6|Fibre|
|Z31T-479-C2|Badly Etched|
|Z31T-479-C4|Dielectric Overprint|
|Z31T-479-C5|Badly Etched|
|Z31T-479-D8|Fibre|
|Z31T-479-F6|Badly Etched|
|Z31T-479-F8|Badly Etched|
|Z31T-474-E6|Silver overprint on bridge|
|Z31T-469-A5|No Measurement|
|Z31T-469-A7|No Measurement|
|Z31T-469-A8|No Measurement|
|Z31T-469-B8|No Measurement|
|Z31T-469-C8|No Measurement|
|Z31T-469-E8|No Measurement|
|Z31T-470-A1|No Measurement|
|Z31T-470-A5|No Measurement|
|Z31T-470-C1|No Measurement|
|Z31T-471-A1|No Measurement|
|Z31T-471-A8|No Measurement|
|Z31T-471-E8|No Measurement|
|Z31T-471-F5|No Measurement|
|Z31T-471-F6|No Measurement|
|Z31T-471-F8|No Measurement|
|Z31T-472-F2|No Measurement|
|Z31T-473-B7|No Measurement|
|Z31T-474-A7|No Measurement|
|Z31T-475-A7|No Measurement|
|Z31T-475-A8|No Measurement|
|Z31T-475-E8|No Measurement|
|Z31T-476-D3|No Measurement|
|Z31T-476-D5|No Measurement|
|Z31T-477-B1|No Measurement|
|Z31T-477-D2|No Measurement|
|Z31T-477-F8|No Measurement|
|Z31T-478-D5|No Measurement|
|Z31T-478-E8|No Measurement|
|Z31T-479-D1|No Measurement|
|Z31T-479-E4|No Measurement|
|Z31T-479-E5|No Measurement|",
QAG - Reader Line - QA Release,QAG-367,31714,Reader Rework 2025-10-07,Ryan Muir,712020:527b70eb-c30b-436b-803c-9d2860b0e0cf,Release,07/Oct/25 11:19 AM,24.0,11.0,"13 units passed rework for ingress.

Given to Tamas for pre-flight testing.",,,
QAG - Wearable Line - Outer Layer,QAG-366,31645,LN-R00158,Grace Chappell Facuse,712020:5316c26f-e0cc-4781-9709-8feff95c3e02,Approvals,06/Oct/25 12:38 PM,72.0,39.0,Due to equipment failure there was severe yield loss. 33 sensors passed and 39 sensors failed,"Z31T-435

Z31Z-461

Z31Z-460

Z31X-458

Z31T-439","||*Sensor ID*||*Fail Reason*||
|Z31T-435-B7|SD Error|
|Z31T-435-C6|Fail|
|Z31T-435-C7|SD Error|
|Z31T-439-B1|SD Error|
|Z31T-439-B4|SD Error|
|Z31T-439-C3|SD Error|
|Z31X-458-F6|SD Error|
|Z31X-458-F8|Mean|
|Z31Z-460-A5|SD Error|
|Z31Z-460-B3|SD Error|
|Z31Z-460-B4|Mean|
|Z31Z-460-C1|SD Error|
|Z31Z-460-C2|Mean|
|Z31Z-460-C3|SD Error|
|Z31Z-460-C7|Mean|
|Z31Z-460-C8|SD Error|
|Z31Z-460-D1|Mean|
|Z31Z-460-D2|SD Error|
|Z31Z-460-E2|Mean|
|Z31Z-460-E4|Mean|
|Z31Z-460-E6|Mean|
|Z31Z-460-E7|Mean|
|Z31Z-460-F2|Mean|
|Z31Z-461-A3|Mean|
|Z31Z-461-A8|Mean|
|Z31Z-461-B8|Mean|
|Z31Z-461-C1|Mean|
|Z31Z-461-C2|Mean|
|Z31Z-461-C4|SD error|
|Z31Z-461-C7|Mean|
|Z31Z-461-D2|Mean|
|Z31Z-461-D5|Bent Needle|
|Z31Z-461-D8|Mean|
|Z31Z-461-E1|Mean|
|Z31Z-461-E2|Mean|
|Z31Z-461-E6|Mean|
|Z31Z-461-E7|Mean|
|Z31Z-461-F3|Mean|
|Z31Z-461-F5|Mean|",
QAG - Wearable Line - Outer Layer,QAG-365,31644,LN-R00160,Chris Keefe,712020:ef1115a1-2c0e-4a27-a634-a67ef7f70c77,Approvals,06/Oct/25 12:14 PM,8.0,1.0,"One sensor failed due to high standard deviation, all other pass",Z23F-328,Z23F-328-F2,
QAG - Wearable Line - Outer Layer,QAG-364,31642,LN-R00159,Chris Keefe,712020:ef1115a1-2c0e-4a27-a634-a67ef7f70c77,Approvals,06/Oct/25 11:37 AM,162.0,156.0,"Roboto crashed during dip, causing vast majority of failures due to poor OL layer standard deviation.","|Z31T-437|
|Z31T-439|
|Z31T-441|
|Z31Z-462|
|Z31Z-463|","|Sensor|
|Z31T-441-F5|
|Z31Z-462-E3|
|Z31Z-463-A8|
|Z31Z-463-B1|
|Z31Z-462-E4|
|Z31Z-463-B3|
|Z31Z-463-C1|
|Z31Z-463-B6|
|Z31Z-462-E1|
|Z31Z-463-F1|
|Z31Z-462-D8|
|Z31Z-463-E8|
|Z31Z-463-E6|
|Z31Z-463-B2|
|Z31Z-463-F3|
|Z31Z-463-E7|
|Z31Z-463-B7|
|Z31Z-462-D6|
|Z31Z-463-A4|
|Z31T-441-A1|
|Z31Z-463-E1|
|Z31Z-463-F5|
|Z31Z-462-D5|
|Z31Z-463-F8|
|Z31Z-463-D1|
|Z31Z-463-F6|
|Z31T-441-A5|
|Z31Z-463-E5|
|Z31Z-463-A3|
|Z31Z-463-C6|
|Z31Z-463-A2|
|Z31Z-463-D4|
|Z31Z-463-D6|
|Z31Z-463-D7|
|Z31T-441-A2|
|Z31Z-463-D2|
|Z31T-439-E3|
|Z31T-441-E5|
|Z31T-439-D1|
|Z31Z-462-F2|
|Z31Z-463-B5|
|Z31Z-463-D8|
|Z31T-439-C8|
|Z31Z-462-C7|
|Z31T-441-A4|
|Z31T-441-A6|
|Z31T-439-D7|
|Z31Z-463-E2|
|Z31Z-462-F3|
|Z31T-437-D2|
|Z31Z-462-C2|
|Z31T-441-A3|
|Z31Z-462-C4|
|Z31Z-462-B3|
|Z31T-439-C7|
|Z31Z-463-D5|
|Z31T-439-F1|
|Z31Z-462-D2|
|Z31T-439-C6|
|Z31T-441-A7|
|Z31Z-462-C5|
|Z31T-439-F2|
|Z31T-439-D4|
|Z31T-439-D2|
|Z31T-439-F4|
|Z31Z-462-B6|
|Z31T-439-E4|
|Z31Z-463-C8|
|Z31T-439-F6|
|Z31Z-462-F8|
|Z31T-439-F8|
|Z31Z-462-C6|
|Z31T-439-C5|
|Z31T-437-D4|
|Z31T-441-B6|
|Z31T-441-E8|
|Z31T-437-D3|
|Z31T-439-E5|
|Z31T-441-F2|
|Z31T-439-D6|
|Z31T-439-F7|
|Z31T-441-F1|
|Z31T-437-E3|
|Z31T-439-F5|
|Z31T-437-E2|
|Z31T-441-B1|
|Z31Z-462-F4|
|Z31T-441-F4|
|Z31Z-463-A7|
|Z31Z-462-B1|
|Z31T-441-E1|
|Z31T-441-E6|
|Z31T-441-E4|
|Z31T-441-B2|
|Z31Z-463-C5|
|Z31Z-462-B7|
|Z31T-441-F6|
|Z31T-441-B4|
|Z31T-441-E2|
|Z31T-441-F7|
|Z31T-439-E8|
|Z31T-439-D5|
|Z31T-441-D8|
|Z31Z-462-A2|
|Z31T-441-F8|
|Z31Z-462-A6|
|Z31T-437-F2|
|Z31Z-462-F7|
|Z31T-437-F4|
|Z31T-441-C5|
|Z31T-439-E6|
|Z31T-439-D8|
|Z31Z-462-C1|
|Z31Z-463-C4|
|Z31Z-462-B5|
|Z31T-439-E7|
|Z31T-441-B3|
|Z31T-439-D3|
|Z31T-437-F3|
|Z31T-441-C1|
|Z31Z-462-F6|
|Z31Z-462-A8|
|Z31T-441-E3|
|Z31T-441-C7|
|Z31T-441-C3|
|Z31T-439-F3|
|Z31T-437-E4|
|Z31Z-462-E7|
|Z31T-441-D6|
|Z31Z-462-F5|
|Z31T-441-D1|
|Z31T-441-C4|
|Z31T-441-C8|
|Z31T-441-D7|
|Z31T-441-D3|
|Z31T-441-D4|
|Z31T-441-D2|
|Z31T-439-E2|",
QAG - Wearable Line - Outer Layer,QAG-363,31605,LN-R00157,Grace Chappell Facuse,712020:5316c26f-e0cc-4781-9709-8feff95c3e02,Release,05/Oct/25 11:46 AM,139.0,136.0,"Equipment Failure caused significant yield loss. 16 passed according to the lot report, however, only 3 of the passed sensors had measurement information therefore they are the only ones passing from this lot. ","Z31T-435

Z31X-458

Z31X-453

Z31Y-455

Z31X-457

Z31X-452

Z31Y-454","||*Sensor ID*||*Fail Reason*||
|Z31T-435-D7|SD / Equipment Failure|
|Z31X-452-A2|SD / Equipment Failure|
|Z31X-452-A3|SD / Equipment Failure|
|Z31X-452-A4|SD / Equipment Failure|
|Z31X-452-A6|SD / Equipment Failure|
|Z31X-452-A7|SD / Equipment Failure|
|Z31X-452-A8|SD / Equipment Failure|
|Z31X-452-B2|SD / Equipment Failure|
|Z31X-452-B3|SD / Equipment Failure|
|Z31X-452-B4|SD / Equipment Failure|
|Z31X-452-B7|SD / Equipment Failure|
|Z31X-452-B8|SD / Equipment Failure|
|Z31X-452-C1|SD / Equipment Failure|
|Z31X-452-C2|SD / Equipment Failure|
|Z31X-452-C5|SD / Equipment Failure|
|Z31X-452-C6|SD / Equipment Failure|
|Z31X-452-C7|SD / Equipment Failure|
|Z31X-452-C8|SD / Equipment Failure|
|Z31X-452-D2|SD / Equipment Failure|
|Z31X-452-D3|SD / Equipment Failure|
|Z31X-452-D5|SD / Equipment Failure|
|Z31X-452-D6|SD / Equipment Failure|
|Z31X-452-D7|SD / Equipment Failure|
|Z31X-452-E1|SD / Equipment Failure|
|Z31X-452-E4|SD / Equipment Failure|
|Z31X-452-F2|SD / Equipment Failure|
|Z31X-452-F3|SD / Equipment Failure|
|Z31X-452-F4|SD / Equipment Failure|
|Z31X-452-F5|SD / Equipment Failure|
|Z31X-452-F6|SD / Equipment Failure|
|Z31X-452-F7|SD / Equipment Failure|
|Z31X-452-F8|SD / Equipment Failure|
|Z31X-453-A4|SD / Equipment Failure|
|Z31X-453-A6|SD / Equipment Failure|
|Z31X-453-A7|SD / Equipment Failure|
|Z31X-453-A8|SD / Equipment Failure|
|Z31X-453-B1|SD / Equipment Failure|
|Z31X-453-B3|SD / Equipment Failure|
|Z31X-453-B4|SD / Equipment Failure|
|Z31X-453-B6|SD / Equipment Failure|
|Z31X-453-B7|SD / Equipment Failure|
|Z31X-453-B8|SD / Equipment Failure|
|Z31X-453-C1|SD / Equipment Failure|
|Z31X-453-C2|SD / Equipment Failure|
|Z31X-453-C4|SD / Equipment Failure|
|Z31X-453-C6|SD / Equipment Failure|
|Z31X-453-C7|SD / Equipment Failure|
|Z31X-453-C8|SD / Equipment Failure|
|Z31X-453-D2|SD / Equipment Failure|
|Z31X-453-D3|SD / Equipment Failure|
|Z31X-453-D4|SD / Equipment Failure|
|Z31X-453-D5|SD / Equipment Failure|
|Z31X-453-D7|SD / Equipment Failure|
|Z31X-453-E2|SD / Equipment Failure|
|Z31X-453-E4|SD / Equipment Failure|
|Z31X-453-E5|SD / Equipment Failure|
|Z31X-453-E6|SD / Equipment Failure|
|Z31X-453-E7|SD / Equipment Failure|
|Z31X-453-E8|SD / Equipment Failure|
|Z31X-453-F3|SD / Equipment Failure|
|Z31X-453-F4|SD / Equipment Failure|
|Z31X-453-F5|SD / Equipment Failure|
|Z31X-457-A3|SD / Equipment Failure|
|Z31X-457-A4|SD / Equipment Failure|
|Z31X-457-A8|SD / Equipment Failure|
|Z31X-457-C8|SD / Equipment Failure|
|Z31X-457-D5|SD / Equipment Failure|
|Z31X-457-D6|SD / Equipment Failure|
|Z31X-457-D7|SD / Equipment Failure|
|Z31X-457-D8|SD / Equipment Failure|
|Z31X-457-E3|SD / Equipment Failure|
|Z31X-457-E5|SD / Equipment Failure|
|Z31X-457-F2|SD / Equipment Failure|
|Z31X-457-F3|SD / Equipment Failure|
|Z31X-457-F4|SD / Equipment Failure|
|Z31X-457-F5|SD / Equipment Failure|
|Z31X-457-F6|SD / Equipment Failure|
|Z31X-457-F8|SD / Equipment Failure|
|Z31X-458-A1|SD / Equipment Failure|
|Z31X-458-A3|SD / Equipment Failure|
|Z31X-458-A5|SD / Equipment Failure|
|Z31X-458-A7|SD / Equipment Failure|
|Z31X-458-A8|SD / Equipment Failure|
|Z31X-458-B1|SD / Equipment Failure|
|Z31X-458-B2|SD / Equipment Failure|
|Z31X-458-B3|SD / Equipment Failure|
|Z31X-458-B5|SD / Equipment Failure|
|Z31X-458-B7|SD / Equipment Failure|
|Z31X-458-B8|SD / Equipment Failure|
|Z31X-458-C1|SD / Equipment Failure|
|Z31X-458-C5|SD / Equipment Failure|
|Z31X-458-C6|SD / Equipment Failure|
|Z31X-458-D4|SD / Equipment Failure|
|Z31X-458-D5|SD / Equipment Failure|
|Z31X-458-D8|SD / Equipment Failure|
|Z31X-458-E1|SD / Equipment Failure|
|Z31X-458-E2|SD / Equipment Failure|
|Z31X-458-E5|SD / Equipment Failure|
|Z31X-458-F2|SD / Equipment Failure|
|Z31X-458-F5|SD / Equipment Failure|
|Z31Y-454-A5|SD / Equipment Failure|
|Z31Y-454-C1|SD / Equipment Failure|
|Z31Y-454-C3|SD / Equipment Failure|
|Z31Y-454-C7|SD / Equipment Failure|
|Z31Y-454-D1|SD / Equipment Failure|
|Z31Y-454-D2|SD / Equipment Failure|
|Z31Y-454-D3|SD / Equipment Failure|
|Z31Y-454-D4|SD / Equipment Failure|
|Z31Y-454-D7|SD / Equipment Failure|
|Z31Y-454-D8|SD / Equipment Failure|
|Z31Y-454-E5|SD / Equipment Failure|
|Z31Y-454-E6|SD / Equipment Failure|
|Z31Y-454-F1|SD / Equipment Failure|
|Z31Y-454-F3|SD / Equipment Failure|
|Z31Y-454-F6|SD / Equipment Failure|
|Z31Y-454-F7|SD / Equipment Failure|
|Z31Y-454-F8|SD / Equipment Failure|
|Z31Y-455-A4|SD / Equipment Failure|
|Z31Y-455-B1|SD / Equipment Failure|
|Z31Y-455-C4|SD / Equipment Failure|
|Z31Y-455-D1|SD / Equipment Failure|
|Z31Y-455-D4|SD / Equipment Failure|
|Z31Y-455-D8|SD / Equipment Failure|
|Z31Y-455-E1|SD / Equipment Failure|
|Z31Y-455-E2|SD / Equipment Failure|
|Z31Y-455-E3|SD / Equipment Failure|
|Z31Y-455-E4|SD / Equipment Failure|
|Z31Y-455-E5|SD / Equipment Failure|
|Z31Y-455-E6|SD / Equipment Failure|
|Z31Y-455-E7|SD / Equipment Failure|
|Z31Y-455-E8|SD / Equipment Failure|
|Z31Y-455-F2|SD / Equipment Failure|
|Z31Y-455-F3|SD / Equipment Failure|
|Z31Y-455-F4|SD / Equipment Failure|
|Z31Y-455-F7|SD / Equipment Failure|
|Z31Y-455-F8|SD / Equipment Failure|",
QAG - Wearable Line - Receiving Inspection (Sheets),QAG-362,31572,CJ0005,Chris Keefe,712020:ef1115a1-2c0e-4a27-a634-a67ef7f70c77,In Progress,02/Oct/25 12:37 PM,1488.0,42.0,"Sheet etching is of higher quality than seen before, with widths along the needle very close to target.","|MT00066-17-001|
|MT00066-17-002|
|MT00066-17-003|
|MT00066-17-004|
|MT00066-17-005|
|MT00066-17-006|
|MT00066-17-007|
|MT00066-17-008|
|MT00066-17-009|
|MT00066-17-010|
|MT00066-17-011|
|MT00066-17-012|
|MT00066-17-013|
|MT00066-17-014|
|MT00066-17-016|
|MT00066-17-017|
|MT00066-17-018|
|MT00066-17-019|
|MT00066-17-020|
|MT00066-17-021|
|MT00066-17-022|
|MT00066-17-023|
|MT00066-17-024|
|MT00066-17-025|
|MT00066-17-026|
|MT00066-17-027|
|MT00066-17-028|
|MT00066-17-029|
|MT00066-17-030|
|MT00066-17-031|
|MT00066-17-032|",,
QAG - Wearable Line - Parylene Inspection,QAG-361,31506,LN-CP0021,Chris Keefe,712020:ef1115a1-2c0e-4a27-a634-a67ef7f70c77,In Progress,26/Sep/25 11:58 AM,144.0,142.0,"Sheets etched poorly, narrow widths","002

003

013",,
QAG - Wearable Line - Parylene Inspection,QAG-359,31427,LN-CP0019,Chris Keefe,712020:ef1115a1-2c0e-4a27-a634-a67ef7f70c77,In Progress,25/Sep/25 1:20 PM,768.0,690.0,"Needles are etched narrower than the target, this was known before sending and is understood to be an issue with the etching vendor.","|1|
|7|
|8|
|9|
|11|
|12|
|16|
|17|
|18|
|19|
|20|
|21|
|22|
|23|
|24|
|32|",,
QAG - Wearable Line - Dispense,QAG-358,31357,LN-Q00158,Grace Chappell Facuse,712020:5316c26f-e0cc-4781-9709-8feff95c3e02,Disposition,24/Sep/25 2:19 PM,65.0,18.0,"20 sensors were failed due to fibres, 0 dispense area, and bad etching

47 will progress to accepted sensors after SME review. 

This lot was re-imaged, after 30 sensors had been failed for 0 total area dispensed, the current lot has only 7 with 0 total area dispensed,  within failing for 0 total area dispense, some were failed due to other reasons as well. 

This two sensors were removed from the lot, therefore not counted as starting quantity or rejected quantity: 

|Z31Z-461-C5|Missing Sensor- Dispense area 0 -Removed from the lot|
|Z31Z-461-C8|Missing Sensor- Dispense area 0 -Removed from the lot|","Z31Z-460

Z31Z-461","||*Sensor ID*||*Fail Reason*||
|Z31Z-460-A2|Fibre/ Bad dispense|
|Z31Z-460-C5|Fibre|
|Z31Z-460-C6|Fibre / Dispense area 0|
|Z31Z-460-D7|Fibre|
|Z31Z-460-E1|Bad etching|
|Z31Z-460-E5|Bad Etching|
|Z31Z-460-E8|Fibre/ Dispense area 0|
|Z31Z-460-F4|Fibre / Dispense area 0|
|Z31Z-460-F5|Fibre|
|Z31Z-460-F7|Fibre|
|Z31Z-461-A1|Fibre|
|Z31Z-461-B1|Fibre on the tip - review by SME|
|Z31Z-461-B4|Fibre|
|Z31Z-461-C5|Missing Sensor- Dispense area 0 -Removed from the lot|
|Z31Z-461-C8|Missing Sensor - Dispense area 0  - Removed from the lot|
|Z31Z-461-D1|Fibre|
|Z31Z-461-D7|Fibre|
|Z31Z-461-E8|Fibre|
|Z31Z-461-F1|Fibre / Bad Etching|
|Z31Z-461-F8|Bad Etching|",
